"Time Sample Interval","Pressure A","Pressure B","Pressure C","Pressure D","Analog A","Analog B","Analog C","Analog D","Analog E","Analog F","Flow Rate A","Volume A","Operation Status A","Control Status A","Problem Status A","Flow Rate B","Volume B","Operation Status B","Control Status B","Problem Status B","Flow Rate C","Volume C","Operation Status C","Control Status C","Problem Status C","Flow Rate D","Volume D","Operation Status D","Control Status D","Problem Status D","Flow Rate AB","Pressure AB","Volume AB","Flow Rate CD","Pressure CD","Volume CD","Date/Time",
351,-2.800000,-5.000000,-3.800000,25.400000,1.281600,-0.773800,-0.452600,-0.353200,0.019200,-0.870400,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287539,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:16.400"""
1227,-3.000000,-5.000000,-3.800000,25.400000,1.281200,-0.774000,-0.452600,-0.353200,0.019000,-0.870400,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287570,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-3.000000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:17.270"""
2077,-2.800000,-5.000000,-3.600000,25.400000,1.281400,-0.774000,-0.453200,-0.353200,0.019200,-0.870400,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287602,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.600000,0.000000,"=""2023-02-10 12:02:18.119"""
2923,-2.800000,-4.800000,-3.600000,25.400000,1.281600,-0.774000,-0.452600,-0.353400,0.019200,-0.870200,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287666,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.600000,0.000000,"=""2023-02-10 12:02:18.962"""
3803,-2.600000,-5.000000,-3.800000,25.400000,1.281400,-0.774000,-0.452800,-0.353400,0.019200,-0.870200,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287824,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.600000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:19.843"""
4657,-2.800000,-5.000000,-3.800000,25.400000,1.281600,-0.774000,-0.452600,-0.353400,0.019200,-0.870200,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287824,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:20.696"""
5504,-2.800000,-5.000000,-3.800000,25.400000,1.281400,-0.774200,-0.452800,-0.353400,0.019200,-0.870200,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287824,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:21.550"""
6356,-2.800000,-5.000000,-3.800000,25.400000,1.281400,-0.774000,-0.452800,-0.353200,0.019200,-0.870400,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287792,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:22.393"""
7204,-2.800000,-5.000000,-3.800000,25.400000,1.281400,-0.774000,-0.452800,-0.353200,0.019200,-0.870200,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287792,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:23.253"""
8090,-2.800000,-5.000000,-3.800000,25.400000,1.281400,-0.774000,-0.452800,-0.353200,0.019200,-0.870400,0.000000,229.880212,Stopped,REMOTE,NO PROBLEM,0.000000,441.304031,Stopped,REMOTE,NO PROBLEM,0.000000,100.287729,Stopped,REMOTE,NO PROBLEM,0.000000,0.000000,Stopped,REMOTE,TRANSDUCER DISCONNECTED,0.000000,-2.800000,0.000000,0.000000,-3.800000,0.000000,"=""2023-02-10 12:02:24.130"""
